SURVEY_DATE,EURO-SUPER_95,AUTOMOTIVE_GAS_OIL,LPG,METHANE,LNG,HEATING_GAS_OIL,RESIDUAL_FUEL_OIL,HEAVY_FUEL_OIL
2005-01-03,1115.75,1018.28,552.5,0,0,948.5,553.25,229.52
2005-01-10,1088,1004.39,552.57,0,0,947.94,554.22,238.37
2005-01-17,1088.14,1004.31,551.88,0,0,952.42,562.78,245.89
2005-01-24,1090.01,1004.31,551.88,0,0,963.98,573.42,243.84
2005-01-31,1132.11,1022.6,551.88,0,0,972.95,579.23,242.53
2005-02-07,1135.87,1022.67,551.88,0,0,955.66,565.28,250.24
2005-02-14,1135.88,1022.46,551.88,0,0,963.5,567.19,246.86
2005-02-21,1136.04,1022.79,551.88,0,0,968.29,567.01,242.84
2005-02-28,1136.04,1022.85,551.88,0,0,989.42,571.97,258.17
2005-03-07,1158.78,1047.59,552.37,0,0,1012.05,587.08,266.79
2005-03-14,1185.9,1072.72,553.56,0,0,1007,587.2,273.09
2005-03-21,1185.98,1072.86,553.56,0,0,1014.9,589.28,276.86
2005-04-04,1187.92,1074.63,553.56,0,0,1025.15,603.17,289.78
2005-04-11,1236.35,1122.8,553.81,0,0,1030.84,608.22,313.53
2005-04-18,1236.35,1122.8,553.81,0,0,1018.49,602.77,289.2
2005-04-25,1234.89,1121.45,553.81,0,0,1016.08,605.23,294.82
2005-05-02,1234.89,1092.92,553.2,0,0,1008.37,600.28,289.41
2005-05-09,1215.38,1072.72,553.2,0,0,1000.75,592.43,279.99
2005-05-16,1201.12,1062.62,553.2,0,0,986.34,578.27,284.06
2005-05-23,1186.26,1052.68,553.2,0,0,990.43,585.79,292.33
2005-05-30,1186.26,1052.68,553.2,0,0,1001,594.08,287.22
2005-06-06,1197.86,1074.55,553.2,0,0,1024.37,600.94,290.06
2005-06-13,1216.26,1102.35,553.2,0,0,1039.01,610.85,292.25
2005-06-20,1216.44,1104.03,553.2,0,0,1050.01,617.81,311.35
2005-06-27,1231.19,1120.85,553.2,0,0,1059.54,635.86,328.78
2005-07-04,1245.79,1131.05,553.44,0,0,1064.42,645.06,316.56
2005-07-11,1246.15,1131.97,553.44,0,0,1081.69,647.88,329.41
2005-07-18,1247.67,1133.37,553.44,0,0,1072.66,645.16,325.33
2005-07-25,1245.7,1132.13,553.44,0,0,1056.69,647.26,319.07
2005-08-01,1246.26,1132.13,553.44,0,0,1062.67,639.43,321.7
2005-08-08,1246.26,1132.82,553.44,0,0,1065.31,649.28,321.56
2005-08-22,1275.6,1157.26,555.16,0,0,1087.73,646.84,326.21
2005-08-29,1277.05,1157.9,555.16,0,0,1111.53,665.08,329.28
2005-09-05,1306.89,1179.13,555.16,0,0,1148.23,688.76,359.42
2005-09-12,1329.84,1206.9,578.22,0,0,1121.71,677,350.45
2005-09-19,1296.46,1178.61,579,0,0,1124.51,685.98,356.72
2005-09-26,1293.42,1177.67,579.54,0,0,1134.44,699.53,373.2
2005-10-03,1335.22,1217.1,593.24,0,0,1149.46,695.83,371.83
2005-10-10,1337.86,1218.09,599,0,0,1136.83,691.57,352.13
2005-10-17,1334.07,1216.71,599,0,0,1145.53,702.95,368.85
2005-10-24,1295.58,1208.15,599,0,0,1125.59,698.92,363.41
2005-10-31,1256.81,1169.02,601.29,0,0,1123.6,698.32,361.23
2005-11-07,1255.08,1167.34,604.47,0,0,1104.32,685.58,343.69
2005-11-14,1245.95,1138.33,606.56,0,0,1091.94,686.04,345.84
2005-11-21,1226.62,1118.46,625.92,0,0,1090.86,683.43,351.99
2005-11-28,1226.19,1118.46,629,0,0,1074.63,687.79,337.54
2005-12-05,1207.21,1108.09,636.75,0,0,1084.77,680.99,328.18
2005-12-12,1214.49,1114.85,636.75,0,0,1087.86,686.23,352.95
2005-12-19,1228.03,1128.36,637.51,0,0,1095.41,690.18,351.14
2006-01-02,1217.22,1117.79,637.51,0,0,1083.07,678.95,346.67
2006-01-09,1255.71,1155.76,664,0,0,1107.53,691.96,361.94
2006-01-16,1259.7,1157.03,669.73,0,0,1102.09,691.8,361.72
2006-01-23,1260.08,1156.96,671.44,0,0,1116.32,699.98,376.44
2006-01-30,1260.32,1157.35,675.35,0,0,1110.95,702.32,370.48
2006-02-06,1258.18,1157.27,675.85,0,0,1112.36,707.54,380.1
2006-02-13,1257.92,1157.27,675.85,0,0,1102.37,708.79,383.96
2006-02-20,1228.36,1137.2,675.85,0,0,1100.1,706.96,380.09
2006-02-27,1226.36,1137.98,675.85,0,0,1103.23,712.66,386.8
2006-03-06,1256.01,1167.02,681.24,0,0,1123.43,718.1,375.52
2006-03-13,1256.01,1167.15,681.24,0,0,1111.32,707.63,365.2
2006-03-20,1261.81,1169.1,681.24,0,0,1114.32,714.85,370.67
2006-03-27,1261.48,1169.46,681.24,0,0,1116.45,707.04,362.82
2006-04-03,1286.65,1169.51,673.49,0,0,1122.74,716.71,360.01
2006-04-10,1289.98,1169.61,655.18,0,0,1122.03,710.32,360.77
2006-04-24,1338.02,1208.09,651.59,0,0,1148.88,716.7,370.58
2006-05-01,1342.06,1210.84,651.59,0,0,1150.1,706.94,365.64
2006-05-02,1342.06,1210.84,651.59,0,0,1150.1,706.94,365.64
2006-05-08,1345.29,1212.62,651.59,0,0,1143.71,717.34,362.56
2006-05-15,1344.22,1202.03,651.59,0,0,1155.61,706.99,362.43
2006-05-22,1337.34,1198.22,651.59,0,0,1136.2,712.54,355.75
2006-05-29,1335.81,1196.47,651.59,0,0,1134.69,713.79,360.22
2006-06-05,1336.4,1196.99,651.59,0,0,1133.95,710.57,358.26
2006-06-12,1336.72,1197.12,651.59,0,0,1135.86,707.87,351.39
2006-06-19,1336.72,1197.12,651.59,0,0,1139.59,714.78,342.4
2006-06-26,1336.72,1197.12,651.59,0,0,1140.45,714.12,342.44
2006-07-03,1354.09,1197.12,651.59,0,0,1144.39,710.67,342.57
2006-07-10,1367.11,1201.87,651.59,0,0,1139.53,712.85,346.37
2006-07-17,1385.08,1207.26,651.59,0,0,1153.19,720.93,360.61
2006-07-24,1387.42,1207.26,651.59,0,0,1140.48,718.3,355.55
2006-07-31,1387.16,1206.43,651.59,0,0,1143.89,720.97,358.29
2006-08-07,1388.58,1206.43,651.02,0,0,1149.92,728.08,362
2006-08-14,1389.48,1206.69,651.02,0,0,1151.51,727.95,360.83
2006-08-21,1362.07,1207.02,651.02,0,0,1147.02,723.21,347.73
2006-08-28,1329.95,1206.81,651.02,0,0,1153.52,711.84,345.28
2006-09-04,1293.31,1188.55,651,0,0,1146.54,721.55,336.96
2006-09-11,1271.34,1177.6,650.38,0,0,1132.94,711.26,324.64
2006-09-18,1251.56,1158.4,649.82,0,0,1104.26,695.31,310.24
2006-09-25,1231.52,1128.68,649.64,0,0,1086.5,684.49,293.27
2006-10-02,1230.16,1127.14,649,0,0,1090.28,671.52,295.72
2006-10-09,1220.03,1116.96,609.37,0,0,1085.99,666.31,291.81
2006-10-16,1219.79,1116.96,609.37,0,0,1085.72,670.4,302.45
2006-10-23,1219.79,1116.96,609.37,0,0,1083.68,668.57,297.68
2006-10-30,1219.79,1117.02,609.37,0,0,1089.03,666.37,297.49
2006-11-06,1220.03,1116.81,609.37,0,0,1072.37,659.66,295.17
2006-11-13,1219.93,1116.14,609.37,0,0,1081.6,660.14,295.53
2006-11-20,1218.78,1113.76,609.37,0,0,1081.52,658.85,291.95
2006-11-27,1218.89,1113.87,609.37,0,0,1075.81,652.55,285.5
2006-12-04,1219.22,1113.87,609.37,0,0,1089.8,660.89,287.4
2006-12-11,1219.22,1113.87,609.37,0,0,1080.3,654.06,281.48
2006-12-18,1219.22,1113.87,609.37,0,0,1082.01,650.82,284.68
2007-01-08,1218.68,1114.29,609.37,0,0,1055.18,641.55,276.74
2007-01-15,1207.69,1098.03,609.37,0,0,1045.66,641.31,275.78
2007-01-22,1198.79,1079.86,609.37,0,0,1033.35,625.85,263.36
2007-01-29,1198.22,1079.72,609.37,0,0,1046.83,644.62,271.59
2007-02-05,1198.59,1079.34,609.37,0,0,1054.47,645.12,279.43
2007-02-12,1200.79,1081.68,609.37,0,0,1056.87,651.39,290.97
2007-02-19,1201.46,1082.07,609.37,0,0,1049.86,644.86,281.07
2007-02-26,1221.66,1097.83,609.37,0,0,1060.79,653.13,289.13
2007-03-05,1231.49,1099.76,609.37,0,0,1064.91,653.55,297.1
2007-03-12,1241.27,1108.92,609.37,0,0,1068.24,656.85,298.1
2007-03-19,1240.75,1108.92,609.37,0,0,1065.63,649.98,294.33
2007-03-26,1240.43,1108.45,609.37,0,0,1067.03,651.28,301.7
2007-04-02,1256.4,1113.86,609.37,0,0,1083.59,661.98,314.15
2007-04-16,1276.21,1127.27,631.63,0,0,1096.26,675.43,318.48
2007-04-23,1279.61,1128.12,641,0,0,1087.72,680.62,321.62
2007-04-30,1293.63,1128.71,621.38,0,0,1088.56,673.23,330.08
2007-05-07,1309.43,1129.3,621.38,0,0,1091.5,675.77,333.11
2007-05-14,1312.83,1129,619.89,0,0,1090.84,674.83,327.81
2007-05-21,1326.55,1131.89,617.47,0,0,1097.65,677.6,333.7
2007-05-28,1342.73,1139.33,615.97,0,0,1101.48,679.58,344.7
2007-06-04,1343.85,1147.78,615.97,0,0,1092.7,679.79,337.34
2007-06-11,1346.21,1150.77,615.97,0,0,1103.84,683.28,343.01
2007-06-18,1346.14,1151.9,614.47,0,0,1107.45,687.7,347.55
2007-06-25,1350.93,1156.35,614.47,0,0,1112.49,694.03,350.1
2007-07-02,1351.09,1157.81,615.96,0,0,1107.82,693.16,361.47
2007-07-09,1352.35,1158.59,615.96,0,0,1115.79,707.71,367.37
2007-07-16,1358.88,1164.4,625.77,0,0,1119.22,703.43,364.76
2007-07-23,1356.7,1164.32,625.77,0,0,1120.97,704.67,372.62
2007-07-30,1348.53,1172.5,625.77,0,0,1123.78,706.86,374.06
2007-08-06,1332.93,1182.24,625.71,0,0,1125.48,707.79,370.85
2007-08-13,1302.4,1174.41,626.26,0,0,1115.54,691.9,362.51
2007-08-20,1301.15,1171.43,625.71,0,0,1110.73,697.22,367.04
2007-08-27,1293.62,1164.43,625.71,0,0,1108.26,682.37,350.35
2007-09-03,1297.97,1167.74,625.71,0,0,1116.38,685.93,355.98
2007-09-10,1308.83,1173.52,626.35,0,0,1126.24,702.44,362.46
2007-09-17,1307.5,1188.59,626.35,0,0,1138.25,704.39,366.33
2007-09-24,1313.24,1197.45,626.35,0,0,1148,707,366.74
2007-10-01,1314.09,1203.16,626.35,0,0,1143.23,696.14,362.11
2007-10-08,1311.48,1203.36,626.35,0,0,1132.79,706.31,366.29
2007-10-15,1311.83,1203.36,627.88,0,0,1143.26,714.7,377.16
2007-10-22,1313.46,1207.57,638.97,0,0,1159.28,727.6,383.5
2007-10-29,1319.09,1213.84,643.96,0,0,1169.85,736.9,392.38
2007-11-05,1331.65,1229.38,647.49,0,0,1196.21,768.05,413.58
2007-11-12,1356.42,1259.41,653.4,0,0,1219.75,768.38,429.84
2007-11-19,1360.44,1264.19,657.12,0,0,1217.46,768.18,420.45
2007-11-26,1363.88,1289.21,666.09,0,0,1233.49,784.27,432.84
2007-12-03,1363.44,1291.56,668.4,0,0,1223.75,774.39,417.38
2007-12-10,1361.99,1290.03,668.89,0,0,1206.09,768.68,411.25
2007-12-17,1358.66,1281.36,669.92,0,0,1217.05,785.79,407.64
2007-12-31,1359.16,1280.95,671.09,0,0,1217.49,781.07,434.35
2008-01-07,1377.18,1295.83,672.3,0,0,1223.89,807.21,444.94
2008-01-14,1371.94,1287.22,672.3,0,0,1223.32,774.78,428.53
2008-01-21,1355.99,1260.5,674.6,0,0,1203.09,776.64,411.16
2008-01-28,1351.75,1254.85,684.45,0,0,1201.22,772.17,402.14
2008-02-04,1352.92,1258.77,691.29,0,0,1201.49,765.96,405.99
2008-02-11,1352.35,1258.79,691.29,0,0,1205.12,783.49,400.91
2008-02-18,1367.02,1278.86,691.89,0,0,1238.4,804.31,416.29
2008-02-25,1385.05,1309.05,691.89,0,0,1250.9,817.96,419.7
2008-03-03,1388.46,1313.45,691.89,0,0,1260.72,814.53,417.41
2008-03-10,1388.75,1325.07,691.89,0,0,1286.93,824.23,418.37
2008-03-17,1385.52,1349,691.89,0,0,1296.59,831.33,420.65
2008-03-31,1363.13,1326.94,681.78,0,0,1279.41,830.84,407.23
2008-04-07,1364.2,1326.47,680.8,0,0,1272.43,846.23,425.9
2008-04-14,1380.4,1346.01,677.83,0,0,1301.23,863.1,435.26
2008-04-21,1380.72,1366.36,677.83,0,0,1317.47,869.02,438.48
2008-04-28,1395.85,1377.11,677.83,0,0,1333.83,869.13,440.9
2008-05-05,1431.6,1411.36,688.55,0,0,1343.91,877.47,443.73
2008-05-12,1459.08,1445.65,689.27,0,0,1405.8,915.1,466.11
2008-05-19,1473.16,1467.06,689.27,0,0,1431.52,926.06,481.47
2008-05-26,1497.1,1493.51,691.24,0,0,1459.79,940.16,485.15
2008-06-02,1496.4,1490.21,691.31,0,0,1445.81,916.74,493.56
2008-06-09,1502.78,1497.85,691.55,0,0,1440.87,925.73,497.95
2008-06-16,1524.64,1520.34,693.52,0,0,1470.68,958.96,521.37
2008-06-23,1525.03,1520.65,691.55,0,0,1458.01,953.56,521.87
2008-06-30,1524.97,1520.52,693.52,0,0,1467.02,974.07,534.24
2008-07-07,1528.3,1524.07,694.96,0,0,1486.88,1005.58,569.44
2008-07-14,1532.35,1528.42,696.82,0,0,1481.92,1002.86,578.35
2008-07-21,1524.12,1518.98,696.82,0,0,1461.92,983.97,561.36
2008-07-28,1489.64,1484.71,697.06,0,0,1425.7,959.13,541.85
2008-08-04,1467.45,1462.36,689.18,0,0,1404.45,963.87,527.83
2008-08-11,1453.2,1427.88,689.18,0,0,1371.2,934.73,509.93
2008-08-18,1448.54,1418.55,689.18,0,0,1360,943.28,514.23
2008-08-25,1450.35,1418.25,689.18,0,0,1380.93,931.61,525.25
2008-09-01,1454.13,1415.97,689.97,0,0,1372.97,935.76,526.81
2008-09-08,1445.69,1396.53,688.38,0,0,1350.9,913.95,495.43
2008-09-15,1444.53,1375.74,688.38,0,0,1345.24,895.94,480.11
2008-09-22,1405.47,1353.28,690.75,0,0,1319.89,881.71,441.09
2008-09-29,1413.39,1362.77,691.1,0,0,1338.95,902.41,473.04
2008-10-06,1403.83,1359.63,687.16,0,0,1325.31,894.88,462.2
2008-10-13,1351.51,1297.76,685.46,0,0,1271.16,848.69,428.02
2008-10-20,1292.85,1252.68,685.46,0,0,1211.41,812.85,377.75
2008-10-27,1266.53,1232.3,683.68,0,0,1209.27,819.78,391.96
2008-11-03,1255.69,1217.37,683.68,0,0,1188.43,797.89,363
2008-11-10,1222.51,1209.92,680.28,0,0,1182.75,788.09,341.68
2008-11-17,1199.76,1192.67,657.93,0,0,1153.25,766.62,332.71
2008-11-24,1154.11,1148.63,653.44,0,0,1122.9,755.34,321.81
2008-12-01,1146.96,1141.85,640.54,0,0,1117.74,756.81,317.27
2008-12-08,1127.81,1113.02,626.45,0,0,1082.86,737.93,301.78
2008-12-15,1114.59,1080.19,616.67,0,0,1047.06,727.46,283.67
2008-12-22,1102.18,1053.45,608.52,0,0,1023.71,709.65,268.09
2009-01-05,1082.64,1022.49,607.31,0,0,1006.25,701.76,252.01
2009-01-12,1112.87,1052.18,605.9,0,0,1031.56,718.44,282.8
2009-01-19,1132.41,1070.11,591.37,0,0,1032.97,715.18,270.79
2009-01-26,1136.43,1061,584.8,0,0,1019.45,708.97,280.47
2009-02-02,1144.18,1062.59,584.1,0,0,1026.08,715.13,279.96
2009-02-09,1142.07,1065.93,590.76,0,0,1018.01,714.79,280.09
2009-02-16,1134.66,1061.17,590.76,0,0,1011.6,714.37,290.34
2009-02-23,1143.29,1033.24,590.76,0,0,991.1,737.98,285.6
2009-03-02,1156.23,1020.86,590.76,0,0,993.69,743.86,290.67
2009-03-09,1160.68,1018.14,590.76,0,0,979.81,677.16,280.8
2009-03-16,1165,1018.83,577.49,0,0,971.84,678.05,289.02
2009-03-23,1164.48,1026.5,565.77,0,0,988.31,710.37,282.01
2009-03-30,1186.42,1041.53,558.69,0,0,1013.85,765.67,292.67
2009-04-06,1175.87,1032.3,557.54,0,0,1011.02,725.66,291.61
2009-04-20,1196.31,1051.82,546.62,0,0,1015.36,730.65,305.5
2009-04-27,1197.58,1055.19,545.03,0,0,1000.09,724.49,302.95
2009-05-04,1183.32,1051.86,545.03,0,0,997.45,723.03,299.26
2009-05-11,1229.38,1071.09,537.53,0,0,1010.34,744.43,325.68
2009-05-18,1234.04,1066.09,534.37,0,0,1009.53,710.27,332.5
2009-05-25,1263.06,1060.03,535.24,0,0,1003.4,712.53,332.61
2009-06-01,1275.81,1064.7,539.27,0,0,1010.11,742.69,334.08
2009-06-08,1283.37,1090.13,548.44,0,0,1041.53,755.42,359.11
2009-06-15,1305.07,1109.55,551.88,0,0,1059.44,763.35,367.55
2009-06-22,1316.06,1118.09,552.32,0,0,1077.23,775.31,368
2009-06-29,1291.46,1101.62,552.9,0,0,1062.21,768.34,349.8
2009-07-06,1279.43,1096.17,542.35,0,0,1049.67,763.44,358.69
2009-07-13,1259.53,1074.66,544.68,0,0,1026.89,750.02,345.5
2009-07-20,1251.29,1064.92,545.39,0,0,1034.27,760.09,362.83
2009-07-27,1279.4,1102.77,546.15,0,0,1054.86,772.69,372.7
2009-08-03,1280.03,1104,546.15,0,0,1064.41,777.31,370.7
2009-08-10,1307.44,1127.23,547.56,0,0,1076.23,786.58,379.25
2009-08-17,1303.9,1123.63,547.14,0,0,1073.56,783.95,386.27
2009-08-24,1296.28,1118.92,545.73,0,0,1074.6,791.35,391.86
2009-08-31,1292.07,1116.85,545.73,0,0,1068.32,782.89,393.1
2009-09-07,1272.05,1094.85,545.73,0,0,1049.25,773.1,374.37
2009-09-14,1270.04,1092.99,545.73,0,0,1049.76,771.34,371.88
2009-09-21,1267.19,1091.4,545.11,0,0,1051.16,777.24,377.76
2009-09-28,1241,1075.68,545.11,0,0,1036.54,759.57,362.96
2009-10-05,1236.39,1079.16,545.1,0,0,1037.97,758.97,369.7
2009-10-12,1251.18,1086.55,545.11,0,0,1044.08,768.63,368.62
2009-10-19,1264.46,1106.49,545.11,0,0,1070.53,778.31,375.41
2009-10-26,1286.54,1126.57,545.11,0,0,1088.65,795.37,397.41
2009-11-02,1294.88,1134.57,543.67,0,0,1098.66,797.99,406.5
2009-11-09,1293.08,1129.46,567.7,0,0,1093.7,798.56,400.11
2009-11-16,1282.61,1116.63,582.08,0,0,1082.97,791.66,397.67
2009-11-23,1288.77,1124.63,587.8,0,0,1083.77,796.31,400.08
2009-11-30,1281.29,1117.5,592.98,0,0,1078.11,791.22,395.65
2009-12-07,1281.07,1118.06,593.62,0,0,1079.27,792.78,395.19
2009-12-14,1270.31,1108.88,596.08,0,0,1073.08,781.5,386.97
2009-12-21,1263.98,1113.34,603.75,0,0,1088.21,793.13,391.98
2009-12-28,1272.03,1116.97,604.17,0,0,1094.83,797.31,402.02
2010-01-04,1293.97,1135.46,608.08,0,0,1108.27,804.79,406.28
2010-01-11,1310.76,1152.97,612.98,0,0,1137.6,827.21,428.15
2010-01-18,1315.94,1157.52,622.23,0,0,1124.46,813.78,411.95
2010-01-25,1313.83,1147.15,624.2,0,0,1119.99,810.33,409.47
2010-02-01,1312.6,1136.04,625.72,0,0,1108.19,807.68,410.4
2010-02-08,1320.82,1142.94,637.05,0,0,1114.04,807.37,408.19
2010-02-15,1306.98,1135.23,646.19,0,0,1109.37,814.66,409.58
2010-02-22,1311.1,1155.08,655.77,0,0,1126.13,830.64,416.92
2010-03-01,1333.18,1180.87,655.86,0,0,1132.89,823.29,404.71
2010-03-08,1352.43,1181.81,655.88,0,0,1144.92,826.76,418.08
2010-03-15,1363.15,1189.53,655.9,0,0,1153.36,829.5,419.6
2010-03-22,1376.49,1200.84,656.47,0,0,1159.05,835.82,426.96
2010-03-29,1377.49,1201.89,662.12,0,0,1163.68,844.16,438.14
2010-04-12,1392.62,1219.94,662.55,0,0,1187.9,857.66,450.75
2010-04-19,1392.12,1223.21,658.93,0,0,1193.62,863.04,456.16
2010-04-26,1389.67,1230.4,659.15,0,0,1200.89,862.81,455.98
2010-05-03,1404.64,1247.62,659.17,0,0,1212.56,867.05,461.75
2010-05-10,1399.64,1245.73,659.37,0,0,1203.96,862.66,460.78
2010-05-17,1394.59,1251.03,660.47,0,0,1200.74,865.47,460.79
2010-05-24,1372.59,1227.12,660.47,0,0,1171.11,836.76,435.75
2010-05-31,1359.33,1216.1,660.51,0,0,1187.3,845.39,440.66
2010-06-07,1372.18,1229.93,660.39,0,0,1191.74,848.32,446
2010-06-14,1376.18,1239.59,663.79,0,0,1210.13,858.05,453.95
2010-06-21,1391.59,1251.71,660,0,0,1215.49,859.41,449.12
2010-06-28,1395.7,1247.92,660,0,0,1204.33,848.98,446.12
2010-07-05,1377.65,1219.59,660,0,0,1178.88,840.21,436.37
2010-07-12,1372.37,1212.09,660.08,0,0,1177.95,841.51,446.42
2010-07-19,1365.56,1207.36,655.62,0,0,1170.01,845.25,451.21
2010-07-26,1355.44,1201.61,655.24,0,0,1176.59,850.16,454.6
2010-08-02,1362.8,1210.47,654.83,0,0,1172.7,846.14,449.73
2010-08-09,1366.78,1214.2,654.12,0,0,1181.04,846.82,456.16
2010-08-16,1365.94,1212.66,654.1,0,0,1187.53,869.94,447.65
2010-08-23,1359.69,1210.96,654.1,0,0,1170.08,841.85,446.41
2010-08-30,1350.36,1207.52,653.53,0,0,1174.23,833.46,446.56
2010-09-06,1349.91,1208.93,655.58,0,0,1167.91,830.59,431.84
2010-09-13,1359.13,1222.45,655.19,0,0,1184.17,840.37,449.01
2010-09-20,1364.74,1227.79,655.89,0,0,1184.73,832.93,439.31
2010-09-27,1347.96,1215.9,654.18,0,0,1164.96,825.04,427.27
2010-10-04,1344.06,1211.67,654.77,0,0,1182.1,830.07,422.86
2010-10-11,1354.47,1223.72,664.12,0,0,1183.73,813.41,436.84
2010-10-18,1358.83,1229.15,661,0,0,1187.45,829.95,439.81
2010-10-25,1351.57,1223.7,660.89,0,0,1177.43,826.44,425.36
2010-11-01,1352.9,1227.64,661.5,0,0,1178.39,829.95,437.33
2010-11-08,1363.98,1233.93,672.5,0,0,1183.83,834.21,442.04
2010-11-15,1381.46,1255.91,680.98,0,0,1207.7,847.76,454.95
2010-11-22,1377.11,1248.88,684.21,0,0,1196.8,836.13,434.52
2010-11-29,1384.92,1260.41,694.02,0,0,1204.78,843.89,453.24
2010-12-06,1412.07,1285.61,720.58,0,0,1238.48,854.26,473.08
2010-12-13,1419.32,1295.23,735.99,0,0,1251.4,849.14,461.88
2010-12-20,1417.72,1292.5,740.54,0,0,1251.46,855,472.16
2011-01-03,1437.5,1312.12,749.61,0,0,1256.04,873.87,469.89
2011-01-10,1444.69,1318.27,753.11,0,0,1264.07,889.96,478.04
2011-01-17,1465.6,1340.35,784.92,0,0,1285.63,879.78,490.75
2011-01-24,1470.51,1349.45,789.82,0,0,1283.47,881.11,473.83
2011-01-31,1465.82,1345.89,791.27,0,0,1277.92,879.83,476.8
2011-02-07,1465.98,1346.85,791.36,0,0,1291.64,895.18,496.64
2011-02-14,1466.05,1347.68,790.68,0,0,1300.97,907.14,503.03
2011-02-21,1474.65,1358.03,790.2,0,0,1318.87,914.3,516.05
2011-02-28,1507.97,1392.09,790.43,0,0,1347.85,945.95,556.01
2011-03-07,1524.87,1416.67,793.84,0,0,1369.57,954.03,556.94
2011-03-14,1531.48,1422.61,794.91,0,0,1369.21,960.99,575.04
2011-03-21,1527.15,1425.26,791.42,0,0,1372.89,960.11,573.88
2011-03-28,1521.36,1428.57,790.82,0,0,1370.83,964.05,580.41
2011-04-04,1523.01,1429.17,790.76,0,0,1372.28,966.97,580.64
2011-04-11,1549.87,1456.62,790.85,0,0,1386.4,981.71,603.21
2011-04-18,1554.8,1459.77,788.86,0,0,1377.96,979.54,598.8
2011-04-25,1551.33,1456.2,788.3,0,0,1378.01,970.02,576.99
2011-05-02,1552.47,1456.81,788.27,0,0,1374.37,962.52,567.86
2011-05-16,1550.81,1408.96,776.48,0,0,1328.48,936.93,545.9
2011-05-23,1538.32,1403.06,774.19,0,0,1326.37,934.25,550.82
2011-05-30,1537.32,1402.98,773.99,0,0,1340.09,941.89,562.16
2011-06-06,1535.3,1401.79,759.49,0,0,1336,941.35,560.7
2011-06-13,1530.59,1403.85,749.91,0,0,1343.61,950.37,581.71
2011-06-20,1529.36,1411.69,749.85,0,0,1339.98,952.32,576.04
2011-06-27,1506.84,1384.81,743.42,0,0,1315.05,934.58,556.48
2011-07-04,1555.63,1428.62,740.52,0,0,1327.48,942.76,575.31
2011-07-18,1589.8,1464.57,731.59,0,0,1364.16,962.18,598.65
2011-07-25,1590.24,1465.31,730.62,0,0,1375.76,964.08,596.71
2011-08-01,1597.52,1473.98,728.36,0,0,1374.72,962.24,592.63
2011-08-08,1592.74,1467.92,728.42,0,0,1358.72,946.8,569.44
2011-08-22,1568.84,1442.67,726.87,0,0,1338.87,932.48,551.19
2011-08-29,1567.91,1441.63,725,0,0,1349.47,944.95,557.56
2011-09-05,1575.39,1449.27,729.86,0,0,1361.15,954.7,574.23
2011-09-12,1590.44,1464.8,729.94,0,0,1371.95,965.29,586.56
2011-09-19,1605.45,1482.81,737.45,0,0,1381.02,968.38,591.06
2011-09-26,1604.02,1485.8,731.88,0,0,1376.86,957.73,571.61
2011-10-03,1594.12,1482.51,731.79,0,0,1369.3,954.14,569.13
2011-10-10,1585.94,1479.61,730.86,0,0,1370.35,955.73,575.79
2011-10-17,1589.06,1481.21,729.85,0,0,1378.66,962.53,587.24
2011-10-24,1597.1,1491.04,727.9,0,0,1386.84,963.82,581.71
2011-10-31,1588.92,1489.35,726.73,0,0,1390.47,966.35,582.52
2011-11-07,1592.13,1501.36,726.19,0,0,1395.23,963.63,593.6
2011-11-14,1594.72,1516.18,726.29,0,0,1418.83,982.1,615.69
2011-11-21,1587.57,1525.03,721.88,0,0,1421.27,992.44,601.19
2011-11-28,1576.98,1529.3,725.39,0,0,1425.06,977.37,585.17
2011-12-05,1575.3,1525.92,725.07,0,0,1397.45,968.29,595.68
2011-12-12,1672.73,1658.31,740.26,0,0,1408.95,973.26,599.56
2011-12-19,1673.5,1653.99,740.39,0,0,1405.38,970.53,595.71
2011-12-26,1675.76,1653.05,741.02,0,0,1404.54,985.25,622.76
2012-01-02,1686.26,1653.11,748.4,0,0,1407.45,990.9,626.12
2012-01-09,1694.02,1664.02,752.73,0,0,1443.84,1022.87,655.87
2012-01-16,1709.35,1681.51,757.42,0,0,1456.83,1031.77,666.18
2012-01-23,1712.78,1687,757.89,0,0,1439.52,1017.99,646.34
2012-01-30,1717.62,1685.18,758.28,0,0,1433.12,1015.16,643.68
2012-02-06,1726.8,1682.54,777.34,0,0,1437.02,1019.06,644.74
2012-02-13,1736.54,1691.14,800.75,0,0,1458.26,1037.79,672.13
2012-02-20,1752.49,1702.09,813.33,0,0,1477.01,1045.79,677.84
2012-02-27,1765.72,1712.95,813.83,0,0,1482.5,1046.15,677.33
2012-03-05,1771.22,1716.18,847.89,0,0,1471.67,1046.41,691.35
2012-03-19,1818.29,1730.55,886.57,0,0,1501.41,1061.49,702.98
2012-03-26,1829.16,1735.72,892.88,0,0,1496.09,1052.25,688.35
2012-04-02,1842.69,1738.19,896.06,0,0,1486.72,1051.66,693.15
2012-04-09,1850.86,1737.08,896.27,0,0,1485.55,1057.08,691
2012-04-16,1856.26,1735.1,884.96,0,0,1484.7,1058.2,695.48
2012-04-23,1853.82,1730.82,879.5,0,0,1485.4,1045.16,673.28
2012-04-30,1851.92,1727.34,874.12,0,0,1484.69,1046.41,673.25
